단지명,계약일자,거래금액,전용면적,층,건축년도,도로명
혁신도시엘에이치아파트8단지,2023-02-11,26200,59.96,19,2015,사들로
초전해모로루비채2단지,2023-02-05,29400,84.9671,6,2014,초북로
하대주공,2023-02-15,7950,35.64,3,1982,상대로
진주혁신도시센텀리버파크,2023-02-15,30900,75.97,6,2013,사들로
혁신도시엘에이치아파트8단지,2023-02-10,26500,59.97,15,2015,사들로
금호석류,2023-02-08,20500,59.99,6,1999,강남로
초전해모로루비채4단지,2023-02-09,35000,84.9671,13,2014,초북로
진주혁신도시중흥에스-클래스센트럴시티4단지,2023-02-11,46700,84.9815,29,2020,에나로175번길
금산아이파크,2023-02-03,18400,84.17,1,2004,중천로
한주타운,2023-02-15,16500,74.95,10,1992,진주대로1208번길
혁신도시엘에이치아파트8단지,2023-02-15,27500,59.97,15,2015,사들로
진주혁신도시대방노블랜드더캐슬아파트,2023-02-06,55000,103.3591,4,2018,사들로
한림풀에버,2023-02-15,35300,84.9644,8,2015,소호로
센트렐웰가,2023-02-13,48000,84.9222,1,2018,진주역로73번길
진주강남동일동미라주,2023-02-13,32900,84.9831,16,2021,진주대로891번길
한보(하대3차),2023-02-11,14000,74.4,9,1993,남강로
센트렐웰가,2023-02-08,44000,84.9914,6,2018,진주역로73번길
진주롯데인벤스,2023-02-15,34400,138.18,10,2008,향교로
주공그린빌,2023-02-10,15150,51.74,17,2005,내동로348번길
대경강남타운,2023-02-08,20000,94.68,1,1997,진주대로891번길
일동,2023-02-06,10700,59.86,8,1994,초전북로
들말흥한타운,2023-02-03,30000,99.85,6,1998,석갑로
진주평거우방아이유쉘스카이팰리스,2023-02-13,42000,84.2136,16,2019,진양호로
진주혁신도시중흥에스-클래스센트럴시티4단지,2023-02-10,46500,84.9815,15,2020,에나로175번길
동신,2023-02-15,7700,64.5,3,1990,망진산길
들말대경,2023-02-13,18600,59.595,9,1998,석갑로53번길
이현하이클래스웰가,2023-02-11,29000,84.78,17,2008,진주대로
더퀸즈웰가,2023-02-11,41000,84.9163,13,2015,새평거로
진주혁신도시센텀리버파크,2023-02-03,31650,75.97,14,2013,사들로
진주혁신도시중흥에스-클래스센트럴시티4단지,2023-02-07,46500,84.9815,18,2020,에나로175번길
혁신도시엘에이치아파트8단지,2023-02-10,26400,59.97,11,2015,사들로
진주정촌대경파미르,2023-02-13,29000,76.253,19,2019,삼일로106번길
진주혁신도시중흥에스-클래스센트럴시티2단지,2023-02-14,47250,84.9815,18,2020,에나로
진주혁신도시대방노블랜드더캐슬아파트,2023-02-07,60000,103.3591,18,2018,사들로
진주혁신도시대방노블랜드더캐슬아파트,2023-02-05,53000,84.9899,12,2018,사들로
휴앤인엘리시움,2023-02-04,37000,84.8578,24,2019,에나로
일신,2023-02-06,14100,84.66,5,1991,하대로34번길
진주혁신코오롱하늘채,2023-02-08,37000,84.95,1,2014,사들로
신안국제맨션,2023-02-01,6500,54.2,1,1987,석갑로
휴앤인엘리시움,2023-02-10,38000,84.7831,14,2019,에나로
휴앤인엘리시움,2023-02-10,37000,84.8578,9,2019,에나로
진주혁신도시대방노블랜드더캐슬아파트,2023-02-13,53500,84.9474,17,2018,사들로
진주혁신코오롱하늘채,2023-02-13,32000,75.99,15,2014,사들로
엠코타운더프라하,2023-02-04,45200,84.933,24,2014,새평거로
평거휴먼시아4단지,2023-02-11,33700,84.95,12,2011,새평거로
한보,2023-02-12,11800,59.8837,10,1994,진주대로
대동,2023-02-09,5800,50.78,1,1979,도동천로184번길
금산흥한골든빌,2023-02-14,11500,58.12,2,2002,금산로
신안주공2,2023-02-11,14300,49.97,14,1996,신안들말길
한주타운,2023-02-07,17500,84.63,13,1992,진주대로1208번길
진주혁신도시라온프라이빗아파트,2023-02-05,39900,79.0385,11,2017,대밭골로
진주혁신도시라온프라이빗아파트,2023-02-03,40000,84.9087,25,2017,대밭골로
이화맨션,2023-02-10,6900,75.71,5,1989,망경남길
진주문산파란채,2023-02-12,20000,84.8829,7,2010,월아산로1048번길
진주혁신도시중흥에스-클래스더프라임,2023-02-08,47500,84.9858,10,2019,소호로19번길
삼환나우빌,2023-02-08,64000,149.967,19,2009,진주대로829번길
더퀸즈웰가,2023-02-11,40000,84.9163,8,2015,새평거로
힐스테이트초전,2023-02-07,41000,84.9196,12,2019,초북로
초전해모로루비채4단지,2023-02-03,31400,84.9671,8,2014,초북로
상대한보타운,2023-02-07,28000,119.88,4,2002,도동천로
태완노블리안,2023-02-13,5700,59.9823,2,2007,공치고개길
남강휴먼빌,2023-02-03,30000,84.9679,5,2010,순환로
진주문산코아루,2023-02-11,30000,114.9123,24,2010,월아산로1117번길
금산흥한골든빌,2023-02-10,8000,48.31,5,2002,금산로
문산한양하이빌,2023-02-12,13000,59.1,13,2001,월아산로
진주초장엠코타운더이스턴파크,2023-02-10,28000,73.556,24,2014,초북로
평거휴먼시아4단지,2023-02-11,28200,59.98,4,2011,새평거로
스카이시티프라디움,2023-02-09,45000,84.991,36,2019,개양로
진주혁신도시센텀리버파크,2023-02-13,36500,84.95,7,2013,사들로
하영파크,2023-02-12,6300,56.74,5,1991,말티고개로100번길
초전해모로루비채2단지,2023-02-04,32500,84.9908,19,2014,초북로
대경,2023-02-02,9500,59.85,15,1992,도동로264번길
신안주공2,2023-02-09,11400,39.99,5,1996,신안들말길
진주혁신도시중흥에스-클래스센트럴시티2단지,2023-02-10,61000,99.8723,29,2020,에나로
신안주공3,2023-02-10,16450,59.8,14,1997,석갑로
초전해모로루비채4단지,2023-02-04,33000,84.9671,13,2014,초북로
진주초장엠코타운더이스턴파크,2023-02-06,28000,73.556,6,2014,초북로
초전해모로루비채4단지,2023-02-04,33000,84.9908,14,2014,초북로
현대금빛마을,2023-02-09,7300,59.28,2,2000,진산로
힐스테이트초전,2023-02-02,41500,84.9351,24,2019,초북로
벽산블루밍(구)동신,2023-02-06,7800,59.76,1,1993,진양호로125번길
신안주공3,2023-02-08,15050,49.96,14,1997,석갑로
대흥빌라,2023-02-07,8900,71.58,2,1988,평거로284번길
혁신도시엘에이치아파트8단지,2023-02-04,27000,59.97,10,2015,사들로
들말대경,2023-02-03,31000,123.255,2,1998,석갑로53번길
초전해모로루비채2단지,2023-02-05,28000,74.9798,18,2014,초북로
한주타운,2023-02-06,25000,156.66,12,1992,진주대로1208번길
평거휴먼시아3단지,2023-02-06,37000,84.95,15,2011,새평거로
가호에일린의뜰,2023-02-04,35500,77.8216,9,2012,강변길
진주혁신도시대방노블랜드더캐슬아파트,2023-02-05,51700,84.9899,4,2018,사들로
엠코타운더프라하,2023-02-04,39000,84.9651,25,2014,새평거로
초전흥한,2023-02-04,23400,84.68,13,2001,초전남로
초전해모로루비채4단지,2023-02-01,32400,84.9671,23,2014,초북로
신안주공2,2023-02-04,16250,59.8,5,1996,신안들말길
순화스타씨티,2023-02-06,19000,84.546,3,2007,진주대로954번길
현대,2023-02-04,15400,84.99,11,1991,모덕로181번길
진주혁신도시중흥에스-클래스더퍼스트,2023-02-03,59500,99.864,3,2020,충의로
대동디지털황토,2023-02-03,21000,84.6814,1,2003,가호로44번길
원정로얄팰리스,2023-02-03,25000,97.75,6,2005,진양호로225번길
금산흥한골든빌,2023-02-02,8000,48.31,1,2002,금산로
진주문산코아루,2023-02-02,24000,84.9867,6,2010,월아산로1117번길
동신,2023-02-02,10700,84.62,1,1990,진양호로125번길
그린타운,2023-02-01,12870,84.66,6,1992,석갑로156번길
진주혁신도시라온프라이빗아파트,2023-02-01,40000,84.8922,18,2017,대밭골로
진주혁신도시센텀리버파크,2023-03-23,37100,84.88,14,2013,사들로
동일스위트,2023-03-13,28000,131.3163,1,2008,공단로
한주럭키타운,2023-03-30,23000,84.81,3,1990,진주대로
센트렐웰가,2023-03-09,46000,84.9914,18,2018,진주역로73번길
촉석맨션,2023-03-30,13000,82.08,3,1980,솔밭로92번길
혁신도시엘에이치아파트8단지,2023-03-30,25000,59.97,9,2015,사들로
삼영,2023-03-23,10700,81.18,2,1991,상봉대룡길
촉석맨션,2023-03-30,13000,82.08,3,1980,솔밭로92번길
혁신도시엘에이치아파트8단지,2023-03-31,28150,59.97,8,2015,사들로
진주정촌대경파미르,2023-03-31,33000,84.9625,8,2019,삼일로106번길
로얄맨션,2023-03-28,7000,68.9,5,1985,진주대로1208번길
진주혁신도시중흥에스-클래스더퍼스트,2023-03-26,66000,99.864,12,2020,충의로
이지더원,2023-03-27,37200,73.2086,22,2018,초장로
진주평거엘크루,2023-03-29,46000,84.9195,9,2016,새평거로
평거휴먼시아4단지,2023-03-20,26700,59.98,10,2011,새평거로
동국강변타워2,2023-03-29,13900,83.75,17,1992,돗골로19번길
센트렐웰가,2023-03-22,46000,84.9222,7,2018,진주역로73번길
진주혁신도시중흥에스-클래스센트럴시티3단지,2023-03-25,44500,84.8046,16,2020,에나로175번길
진주혁신도시중흥에스-클래스더퍼스트,2023-03-28,63700,99.864,10,2020,충의로
혁신도시엘에이치아파트8단지,2023-03-22,27700,59.97,11,2015,사들로
평거휴먼시아3단지,2023-03-15,38300,84.98,14,2011,새평거로
진주혁신도시중흥에스-클래스더프라임,2023-03-31,49000,84.9858,24,2019,소호로19번길
평거휴먼시아4단지,2023-03-30,34800,84.95,13,2011,새평거로
가호에일린의뜰,2023-03-23,30000,84.9982,3,2012,강변길
센트렐웰가,2023-03-30,40900,75.3872,22,2018,진주역로73번길
현대,2023-03-22,19000,84.93,13,1996,하대로
망경한보타운,2023-03-15,10800,59.44,2,1997,망경로
한림풀에버,2023-03-25,35500,84.9644,1,2015,소호로
가좌주공1차,2023-03-18,15400,49.94,15,1993,가호로
남강휴먼빌,2023-03-25,32500,84.9376,17,2010,순환로
대림,2023-03-25,13850,72.238,13,1991,도동천로
진주초전푸르지오1단지,2023-03-31,58700,162.517,1,2009,초장로14번길
주공그린빌,2023-03-18,22800,84.9,3,2005,내동로348번길
두산위브,2023-03-25,22900,84.995,16,2009,중장로154번길
상대한보타운,2023-03-20,25800,83.52,7,2002,도동천로
진주혁신도시중흥에스-클래스더퍼스트,2023-03-27,66000,99.864,12,2020,충의로
진주혁신도시중흥에스-클래스센트럴시티3단지,2023-03-30,47800,84.9815,12,2020,에나로175번길
임광,2023-03-29,9100,58.58,8,1989,모덕로
상대주공,2023-03-29,7300,41.55,3,1980,상대로
상대주공,2023-03-27,6700,40.99,4,1980,상대로
들말대경,2023-03-20,28000,84.99,9,1998,석갑로53번길
더퀸즈웰가,2023-03-26,39800,75.6705,20,2015,새평거로
진주혁신도시중흥에스-클래스센트럴시티2단지,2023-03-18,58000,99.8723,25,2020,에나로
평거현대1,2023-03-30,14500,59.4,6,1993,평거로115번길
시티프라디움,2023-03-13,43500,84.9941,6,2020,진주역로
센트렐웰가,2023-03-31,42900,84.8381,1,2018,진주역로73번길
혁신도시엘에이치아파트9단지,2023-03-14,29000,59.97,25,2017,사들로
하영무지개맨션,2023-03-28,12300,77.73,5,1993,진양호로
금산아이파크,2023-03-28,18800,84.17,8,2004,중천로
진주혁신도시대방노블랜드더캐슬아파트,2023-03-31,67300,104.8302,11,2018,사들로
동일스위트,2023-03-22,24500,84.9692,3,2008,공단로
진흥더루벤스,2023-03-25,24000,122.956,10,2009,금산로
금산흥한골든빌,2023-03-08,10800,58.12,7,2002,금산로
태완노블리안,2023-03-22,6950,59.9823,5,2007,공치고개길
신안주공1,2023-03-25,25000,74.83,8,1998,신안들말길
진주혁신도시중흥에스-클래스센트럴시티2단지,2023-03-24,61000,117.7407,28,2020,에나로
들말한보타운,2023-03-30,23500,84.98,1,1997,평거로39번길
가좌주공1차,2023-03-23,11100,41.3,1,1993,가호로
진흥더루벤스,2023-03-29,20500,84.9865,8,2009,금산로
진주혁신도시중흥에스-클래스더퍼스트,2023-03-14,67000,99.864,18,2020,충의로
임광,2023-03-29,7750,58.58,1,1989,모덕로
현대,2023-03-24,18100,84.93,7,1996,하대로
진주푸르지오1단지,2023-03-29,21000,84.9726,3,2007,덕의길
혁신도시엘에이치아파트8단지,2023-03-29,29400,59.97,22,2015,사들로
진주혁신도시중흥에스-클래스센트럴시티4단지,2023-03-31,47000,84.9815,25,2020,에나로175번길
금산흥한골든빌,2023-03-31,7800,48.31,8,2002,금산로
망경한보타운,2023-03-31,17700,84.82,10,1997,망경로
상평동신,2023-03-27,6500,40.56,3,1997,돗골로117번길
신안주공1,2023-03-31,31700,84.98,4,1998,신안들말길
망경한보타운,2023-03-10,17100,84.82,8,1997,망경로
동일스위트,2023-03-13,28000,131.3163,1,2008,공단로
금호석류,2023-03-26,23500,84.87,4,1999,강남로
금산흥한골든빌,2023-03-31,7800,48.31,8,2002,금산로
진주혁신도시대방노블랜드더캐슬아파트,2023-03-22,55800,84.9474,17,2018,사들로
들말한보타운,2023-03-31,27000,84.98,15,1997,평거로39번길
삼영,2023-03-23,10700,77.4,2,1991,상봉대룡길
현대,2023-03-25,23000,84.93,16,1996,하대로
한보힐타워,2023-03-27,7400,59.88,7,1992,상대로143번길
혁신도시엘에이치아파트9단지,2023-03-31,28800,59.97,8,2017,사들로
현대,2023-03-30,15300,84.55,4,1989,천수로
휴앤인엘리시움,2023-03-28,38000,84.7831,19,2019,에나로
엠코타운더프라하,2023-03-25,41900,84.933,16,2014,새평거로
신안주공1,2023-03-22,26500,84.53,7,1998,신안들말길
한보힐타워,2023-03-27,7400,59.88,7,1992,상대로143번길
혁신도시엘에이치아파트8단지,2023-03-28,27000,59.97,10,2015,사들로
진주혁신도시센텀리버파크,2023-03-23,37100,84.88,14,2013,사들로
진주혁신도시중흥에스-클래스센트럴시티4단지,2023-03-01,42700,84.8046,7,2020,에나로175번길
벽산블루밍(구)동신,2023-03-28,7000,52.53,5,1993,진양호로125번길
혁신도시엘에이치아파트9단지,2023-03-23,29900,59.97,12,2017,사들로
진주혁신도시중흥에스-클래스센트럴시티3단지,2023-03-15,48500,84.9815,26,2020,에나로175번길
센트렐웰가,2023-03-04,41500,75.7795,11,2018,진주역로73번길
들말흥한타운,2023-03-31,38000,125.61,10,1998,석갑로
라미,2023-03-22,3270,30.6298,3,2004,북장대로35번길
라미,2023-03-22,3820,35.6478,2,2004,북장대로35번길
남강휴먼빌,2023-03-30,30000,84.9679,8,2010,순환로
금산흥한골든빌,2023-03-22,10800,58.12,7,2002,금산로
두산위브,2023-03-29,22550,84.991,7,2009,중장로154번길
두산위브,2023-03-26,21600,84.994,8,2009,중장로154번길
혁신도시엘에이치아파트8단지,2023-03-23,28000,59.96,14,2015,사들로
진주정촌대경파미르,2023-03-30,30000,84.9426,1,2019,삼일로106번길
순화가밀라씨티빌,2023-03-30,4000,39.49,4,2003,북장대로35번길
두산위브,2023-03-22,24000,112.897,4,2009,중장로154번길
진주푸르지오1단지,2023-03-17,22500,84.9414,13,2007,덕의길
진주혁신도시라온프라이빗아파트,2023-03-28,43950,84.9087,6,2017,대밭골로
신안주공3,2023-03-30,16500,59.8,8,1997,석갑로
금호석류,2023-03-16,19600,59.99,2,1999,강남로
흥한타운1,2023-03-29,13000,59.73,12,1993,진양호로328번길
주공그린빌,2023-03-18,25000,84.9,7,2005,내동로348번길
힐스테이트초전,2023-03-22,45500,84.9196,23,2019,초북로
진주초장엠코타운더이스턴파크,2023-03-10,30000,73.556,17,2014,초북로
혁신도시엘에이치아파트8단지,2023-03-22,27700,59.97,11,2015,사들로
현대,2023-03-26,14300,84.55,1,1989,천수로
신안주공3,2023-03-24,14000,49.96,10,1997,석갑로
청구타운,2023-03-29,21500,84.98,11,1997,대신로475번길
진주혁신도시중흥에스-클래스더퍼스트,2023-03-09,64000,99.864,16,2020,충의로
한보,2023-03-03,15900,84.98,11,1994,진주대로
초전해모로루비채2단지,2023-03-25,33000,84.9671,2,2014,초북로
한주타운,2023-03-29,16100,74.95,6,1992,진주대로1208번길
진흥더루벤스,2023-03-21,24400,122.1795,11,2009,금산로
청구타운,2023-03-29,19500,84.98,4,1997,대신로475번길
초전해모로루비채4단지,2023-03-02,34000,84.9908,29,2014,초북로
더퀸즈웰가,2023-03-18,30700,58.4018,11,2015,새평거로
진주평거엘크루,2023-03-25,40500,72.6786,7,2016,새평거로
남강휴먼빌,2023-03-18,37500,133.0285,2,2010,순환로
라미,2023-03-24,3270,30.6298,3,2004,북장대로35번길
라미,2023-03-24,3820,35.6478,2,2004,북장대로35번길
센트렐웰가,2023-03-24,36000,59.45,27,2018,진주역로73번길
진주혁신도시대방노블랜드더캐슬아파트,2023-03-22,62500,103.9623,18,2018,사들로
진주혁신도시센텀리버파크,2023-03-13,36000,84.88,10,2013,사들로
가좌주공1차,2023-03-01,13450,41.3,12,1993,가호로
센트렐웰가,2023-03-21,36900,59.8868,33,2018,진주역로73번길
금산e편한세상,2023-03-11,21500,84.9746,18,2008,금산순환로80번길
한주타운,2023-03-11,20000,125.38,5,1992,진주대로1208번길
진주혁신도시중흥에스-클래스센트럴시티2단지,2023-03-15,49000,84.9815,30,2020,에나로
이현하이클래스웰가,2023-03-15,27000,75.07,16,2008,진주대로
센트렐웰가,2023-03-09,46000,84.9914,18,2018,진주역로73번길
들말한보타운,2023-03-15,28500,84.98,6,1997,평거로39번길
혁신도시엘에이치아파트9단지,2023-03-24,30500,59.97,18,2017,사들로
신안주공1,2023-03-23,26500,74.83,5,1998,신안들말길
순화가밀라씨티빌,2023-03-25,5200,39.49,5,2003,북장대로35번길
진주혁신도시중흥에스-클래스더프라임,2023-03-18,45500,84.9912,3,2019,소호로19번길
경남빌라나동(238-2),2023-03-23,7300,73.6,4,1990,숙호산로
