단지명,계약일자,거래금액,전용면적,층,건축년도,도로명
진주혁신도시라온프라이빗아파트,2023-08-26,49000,84.8922,14,2017,대밭골로
진주혁신도시중흥에스-클래스센트럴시티3단지,2023-08-27,49000,84.9815,7,2020,에나로175번길
남강휴먼빌,2023-08-31,33000,84.9679,5,2010,순환로
금산e편한세상,2023-08-26,21800,84.9746,3,2008,금산순환로80번길
주공그린빌,2023-08-27,19500,59.27,14,2005,내동로348번길
진주혁신도시중흥에스-클래스센트럴시티2단지,2023-08-31,72500,117.7407,22,2020,에나로
현대,2023-08-31,26800,84.96,14,2000,진주대로815번길
상대한보타운,2023-08-21,21600,83.52,3,2002,도동천로
금호석류,2023-08-11,25900,84.87,21,1999,강남로
금산아이파크,2023-08-31,23900,115.68,11,2004,중천로
대곡한양,2023-08-19,7300,59.83,8,1994,진의로1079번길
한보타워,2023-08-17,14000,79.26,1,1991,남강로491번길
대동디지털황토,2023-08-14,23000,84.8805,2,2003,가호로44번길
주공그린빌,2023-08-11,18900,59.27,15,2005,내동로348번길
진주혁신도시센텀리버파크,2023-08-28,38000,84.88,10,2013,사들로
금산e편한세상,2023-08-28,27500,125.5173,4,2008,금산순환로80번길
진주정촌대경파미르,2023-08-29,25000,66.6161,12,2019,삼일로106번길
신안주공3,2023-08-30,14950,59.8,15,1997,석갑로
초전해모로루비채4단지,2023-08-31,36700,84.9671,25,2014,초북로
스카이시티프라디움,2023-08-28,45700,84.991,14,2019,개양로
진주푸르지오1단지,2023-08-30,23500,84.9726,17,2007,덕의길
혁신도시엘에이치아파트8단지,2023-08-31,30800,59.97,6,2015,사들로
현대,2023-08-29,30000,102.68,14,2000,진주대로815번길
금호석류,2023-08-17,26900,84.87,7,1999,강남로
신안주공1,2023-08-19,22700,74.83,3,1998,신안들말길
상봉1,2023-08-14,6100,40.473,5,1976,창렬로
초전해모로루비채2단지,2023-08-31,35000,84.9671,15,2014,초북로
더퀸즈웰가,2023-08-22,36500,65.6733,26,2015,새평거로
혁신도시엘에이치아파트8단지,2023-08-29,30000,59.97,3,2015,사들로
진주평거우방아이유쉘스카이팰리스,2023-08-31,43800,84.0198,22,2019,진양호로
진주혁신도시대방노블랜드더캐슬아파트,2023-08-31,68500,103.3591,9,2018,사들로
금산흥한골든빌,2023-08-30,14900,73.61,3,2002,금산로
상대한보타운,2023-08-23,16500,59.88,14,2002,도동천로
진주혁신도시중흥에스-클래스더퍼스트,2023-08-22,68300,99.864,5,2020,충의로
럭키강변,2023-08-28,12900,74.21,13,1991,남강로
진주초전푸르지오2단지,2023-08-26,46300,125.029,22,2010,초장로14번길
남강한주,2023-08-21,12850,59.82,3,2000,남강로736번길
현대,2023-08-28,24300,84.93,12,1996,하대로
두산위브,2023-08-29,26000,112.897,6,2009,중장로154번길
진주푸르지오1단지,2023-08-22,23000,84.9414,17,2007,덕의길
금산e편한세상,2023-08-24,26500,121.9893,5,2008,금산순환로80번길
진주문산파란채,2023-08-23,19000,84.9015,3,2010,월아산로1048번길
금호석류,2023-08-11,25900,84.87,21,1999,강남로
현대,2023-08-14,23900,84.98,1,2000,진주대로815번길
금산흥한골든빌,2023-08-29,6000,37.84,6,2002,금산로
진주평거엘크루,2023-08-23,43500,72.6786,15,2016,새평거로
센트렐웰가,2023-08-26,37000,59.4732,7,2018,진주역로73번길
진주혁신도시중흥에스-클래스더퍼스트,2023-08-19,81000,113.4763,6,2020,충의로
동일스위트,2023-08-21,20000,71.7507,3,2008,공단로
진주혁신도시중흥에스-클래스더프라임,2023-08-19,51600,84.9858,15,2019,소호로19번길
혁신도시엘에이치아파트8단지,2023-08-26,29300,59.97,25,2015,사들로
동일스위트,2023-08-26,23700,84.9692,1,2008,공단로
진주초전푸르지오2단지,2023-08-26,42800,101.977,8,2010,초장로14번길
혁신도시엘에이치아파트8단지,2023-08-31,28800,59.97,3,2015,사들로
한보타운,2023-08-31,13500,84.6,5,1993,진양호로97번길
신안주공1,2023-08-23,26000,84.91,14,1998,신안들말길
휴앤인엘리시움,2023-08-25,40900,84.8578,26,2019,에나로
센트렐웰가,2023-08-27,50000,84.8133,18,2018,진주역로73번길
더퀸즈웰가,2023-08-29,32600,58.4018,27,2015,새평거로
진주혁신도시중흥에스-클래스센트럴시티2단지,2023-08-11,54400,84.9815,17,2020,에나로
가좌주공1차,2023-08-31,15750,49.94,13,1993,가호로
진주정촌대경파미르,2023-08-05,27500,66.1957,16,2019,삼일로106번길
진주혁신도시대방노블랜드더캐슬아파트,2023-08-15,64900,103.3591,10,2018,사들로
대동디지털황토,2023-08-21,26500,84.6814,12,2003,가호로44번길
청구타운,2023-08-31,20800,84.98,6,1997,대신로475번길
진주정촌대경파미르,2023-08-31,26000,84.9625,11,2019,삼일로106번길
들말흥한타운,2023-08-25,24500,77.391,8,1998,석갑로
진주초전푸르지오2단지,2023-08-26,46100,125.029,21,2010,초장로14번길
대경그린파크,2023-08-10,13000,59.85,5,1994,순환로573번길
진주초전푸르지오2단지,2023-08-26,45500,125.029,11,2010,초장로14번길
진주초전푸르지오2단지,2023-08-29,43500,125.029,6,2010,초장로14번길
진주평거엘크루,2023-08-26,70000,101.4795,10,2016,새평거로
한보힐타워,2023-08-15,8200,55.89,1,1992,상대로143번길
들말흥한타운,2023-08-26,17500,59.871,3,1998,석갑로
현대,2023-08-15,13500,59.89,19,1996,하대로
들말흥한타운,2023-08-30,27200,84.89,4,1998,석갑로
혁신도시엘에이치아파트8단지,2023-08-27,29200,59.97,7,2015,사들로
메이힐스,2023-08-30,28300,84.7604,3,2018,진양호로239번길
진주초전푸르지오2단지,2023-08-29,44000,101.977,22,2010,초장로14번길
현대,2023-08-30,18000,84.55,5,1989,천수로
진주혁신도시대방노블랜드더캐슬아파트,2023-08-22,90000,103.3591,25,2018,사들로
혁신도시엘에이치아파트8단지,2023-08-25,30600,59.97,7,2015,사들로
이지더원,2023-08-25,38000,73.2086,15,2018,초장로
고려맨션,2023-08-08,8800,82.41,4,1991,서장대로178번길
진주초전푸르지오1단지,2023-08-29,43100,121.144,14,2009,초장로14번길
초전해모로루비채4단지,2023-08-26,37000,84.9908,19,2014,초북로
진주혁신도시중흥에스-클래스더프라임,2023-08-20,59500,97.7268,2,2019,소호로19번길
진주문산코아루,2023-08-30,32500,140.208,9,2010,월아산로1117번길
흥한타운,2023-08-28,10500,59.88,6,1995,대신로243번길
도동대림,2023-08-24,19800,84.23,10,1992,하대로40번길
하대주공,2023-08-26,12950,44.3,4,1982,상대로
건일,2023-08-23,6700,55.99,4,1987,상대로119번길
상대주공,2023-08-22,11000,40.99,3,1980,상대로
혁신도시엘에이치5단지,2023-08-04,38900,84.95,15,2014,충의로
진주혁신코오롱하늘채,2023-08-17,38000,84.95,12,2014,사들로
엠코타운더프라하,2023-08-28,68500,118.6034,29,2014,새평거로
진주혁신도시중흥에스-클래스센트럴시티4단지,2023-08-06,54700,84.9815,6,2020,에나로175번길
가좌주공1차,2023-08-29,12000,41.3,9,1993,가호로
한주타운,2023-08-28,26900,156.66,6,1992,진주대로1208번길
신안주공2,2023-08-18,15100,59.8,2,1996,신안들말길
진주문산코아루,2023-08-28,38000,140.208,22,2010,월아산로1117번길
이현주공,2023-08-21,13000,59.3,2,1983,서장대로
상대한보타운,2023-08-24,18500,75.06,15,2002,도동천로
진주혁신코오롱하늘채,2023-08-27,34500,75.99,9,2014,사들로
일동,2023-08-22,11200,59.86,6,1994,초전북로
초전해모로루비채2단지,2023-08-22,36400,84.9908,9,2014,초북로
현대성우트리팰리스,2023-08-27,26700,106.07,12,2006,진주대로879번길
한보은빛마을,2023-08-26,28000,109.17,8,2002,천수로
일신,2023-08-25,15500,84.66,7,1991,하대로34번길
이현하이클래스웰가,2023-08-17,25000,75.07,18,2008,진주대로
진주초전푸르지오2단지,2023-08-24,38000,101.977,1,2010,초장로14번길
진주혁신도시중흥에스-클래스더프라임,2023-08-26,52500,84.9912,14,2019,소호로19번길
진주혁신도시라온프라이빗아파트,2023-08-26,42000,79.0385,11,2017,대밭골로
이현하이클래스웰가,2023-08-25,51000,176.73,9,2008,진주대로
현대성우트리팰리스,2023-08-19,27000,106.07,3,2006,진주대로879번길
금산e편한세상,2023-08-13,25600,121.9893,14,2008,금산순환로80번길
이현하이클래스웰가,2023-08-25,35800,110.1,4,2008,진주대로
동서훼밀리,2023-08-22,6950,55.89,7,1992,선학산길
남강휴먼빌,2023-08-07,38000,120.5794,6,2010,순환로
금산흥한골든빌,2023-08-28,7500,48.31,7,2002,금산로
금산e편한세상,2023-08-27,22500,84.9746,23,2008,금산순환로80번길
초전흥한,2023-08-19,15500,59.85,4,2001,초전남로
가호에일린의뜰,2023-08-25,33900,77.8216,19,2012,강변길
금호석류,2023-08-26,25000,84.87,21,1999,강남로
힐스테이트초전,2023-08-26,44200,84.9196,25,2019,초북로
힐스테이트초전,2023-08-26,44200,84.9196,8,2019,초북로
들말한보타운,2023-08-25,18600,59.8,2,1997,평거로39번길
힐스테이트초전,2023-08-05,42500,84.9351,24,2019,초북로
이지더원,2023-08-24,53000,113.588,5,2018,초장로
스카이시티프라디움,2023-08-24,49000,84.9898,38,2019,개양로
흥한스위트,2023-08-24,17500,84.86,6,1998,신안로
삼환나우빌,2023-08-19,51500,129.138,9,2009,진주대로829번길
삼환나우빌,2023-08-23,54500,129.138,17,2009,진주대로829번길
한보하이타운,2023-08-24,10650,55.01,13,1995,순환로553번길
동신,2023-08-23,5400,49.72,5,1992,광제산로
진주혁신도시중흥에스-클래스센트럴시티3단지,2023-08-11,54000,84.8046,15,2020,에나로175번길
상대한보타운,2023-08-14,21800,83.52,10,2002,도동천로
가호에일린의뜰,2023-08-18,33300,77.8216,12,2012,강변길
신안주공2,2023-08-24,13400,59.8,3,1996,신안들말길
대산빌리지,2023-08-11,4500,30.66,4,2002,비봉로57번길
한보타운,2023-08-24,13000,84.6,7,1993,진양호로97번길
한주타운,2023-08-22,15000,74.95,2,1992,진주대로1208번길
진주초장엠코타운더이스턴파크,2023-08-18,32600,73.556,21,2014,초북로
금호석류,2023-08-18,28100,84.87,10,1999,강남로
혁신도시엘에이치아파트8단지,2023-08-23,30300,59.97,10,2015,사들로
동일스위트,2023-08-16,24700,84.9692,20,2008,공단로
현대,2023-08-07,15500,84.99,10,1991,모덕로181번길
혁신도시엘에이치아파트9단지,2023-08-22,31000,59.97,13,2017,사들로
한보타운,2023-08-18,10900,84.6,2,1993,진양호로97번길
평거현대2,2023-08-19,30500,146.17,4,1994,신안들말길
신안주공2,2023-08-21,15500,59.8,3,1996,신안들말길
남강한주,2023-08-16,22500,84.96,10,2000,남강로736번길
대영,2023-08-16,12000,84.86,2,1992,말티고개로
신안주공3,2023-08-21,11200,39.99,11,1997,석갑로
금산흥한골든빌,2023-08-12,6000,37.84,4,2002,금산로
진주혁신도시센텀리버파크,2023-08-19,40800,84.88,17,2013,사들로
초전흥한,2023-08-16,23250,84.68,7,2001,초전남로
현대금빛마을,2023-08-23,10900,84.876,11,2000,진산로
한주타운,2023-08-16,25000,156.66,10,1992,진주대로1208번길
진주문산파란채,2023-08-19,25000,107.1575,4,2010,월아산로1048번길
힐스테이트초전,2023-08-12,41000,84.9351,15,2019,초북로
진주혁신도시중흥에스-클래스센트럴시티2단지,2023-08-22,50500,117.7407,25,2020,에나로
하영파크,2023-08-22,6500,47.16,3,1991,말티고개로100번길
현대,2023-08-21,18000,84.55,5,1989,천수로
이현하이클래스웰가,2023-08-08,51000,176.73,25,2008,진주대로
금산흥한골든빌,2023-08-11,8500,48.31,14,2002,금산로
청구타운,2023-08-19,14850,59.99,13,1997,대신로475번길
더퀸즈웰가,2023-08-03,34000,65.6733,18,2015,새평거로
삼전3,2023-08-14,8300,75.73,5,1989,하대로106번길
힐스테이트초전,2023-08-21,44800,84.9351,13,2019,초북로
그린타운,2023-08-18,12000,84.66,7,1992,석갑로156번길
한보타운,2023-08-19,11800,84.6,7,1993,진양호로97번길
시티프라디움,2023-08-21,47000,84.9909,6,2020,진주역로
평거현대2,2023-08-22,21000,84.832,14,1994,신안들말길
진주혁신도시중흥에스-클래스더퍼스트,2023-08-22,72000,99.864,19,2020,충의로
초전해모로루비채2단지,2023-08-16,37300,84.9671,8,2014,초북로
평거휴먼시아3단지,2023-08-05,38000,84.95,3,2011,새평거로
현대,2023-08-10,15900,59.96,8,1997,초전남로
센트렐웰가,2023-08-16,48700,84.9222,22,2018,진주역로73번길
스카이시티프라디움,2023-08-19,49000,84.9898,36,2019,개양로
들말흥한타운,2023-08-16,38000,125.61,5,1998,석갑로
들말흥한타운,2023-08-19,18000,59.871,9,1998,석갑로
평거대화리네르빌,2023-08-15,16900,68.88,2,2004,순환로559번길
진주강남동일동미라주,2023-08-17,36000,84.9806,6,2021,진주대로891번길
금산흥한골든빌,2023-08-04,11400,58.12,8,2002,금산로
한림풀에버,2023-08-15,43800,84.9644,16,2015,소호로
신안주공2,2023-08-21,11500,39.99,14,1996,신안들말길
진주혁신도시대방노블랜드더캐슬아파트,2023-08-15,66600,103.3591,20,2018,사들로
들말흥한타운,2023-08-19,27000,84.89,14,1998,석갑로
진주우방아이유쉘,2023-08-12,30000,84.9758,2,2017,삼일로
가좌주공2차,2023-08-20,10300,38.64,3,1993,가호로
진주초장엠코타운더이스턴파크,2023-08-11,40200,101.5255,23,2014,초북로
진주푸르지오1단지,2023-08-14,21000,84.9414,2,2007,덕의길
들말한보타운,2023-08-20,17000,59.8,1,1997,평거로39번길
진주혁신도시중흥에스-클래스더프라임,2023-08-16,69500,110.6238,8,2019,소호로19번길
초전흥한,2023-08-18,23600,103.99,3,2001,초전남로
한보은빛마을,2023-08-17,28000,125.12,2,2002,천수로
진흥더루벤스,2023-08-12,22000,84.9968,10,2009,금산로
현대,2023-08-08,19300,59.92,9,2000,진주대로815번길
하대주공,2023-08-15,13000,44.03,4,1982,상대로
두산위브,2023-08-05,22800,84.995,19,2009,중장로154번길
진주혁신도시중흥에스-클래스센트럴시티3단지,2023-08-04,54900,84.9815,23,2020,에나로175번길
평거휴먼시아3단지,2023-08-17,33500,84.95,2,2011,새평거로
현대,2023-08-05,17800,84.945,8,1992,진양호로51번길
망경한보타운,2023-08-01,13000,59.44,6,1997,망경로
망경한보타운,2023-08-01,16300,84.82,12,1997,망경로
두산위브,2023-08-03,23200,84.991,12,2009,중장로154번길
진주푸르지오1단지,2023-08-06,18150,59.924,13,2007,덕의길
포레나신진주,2023-08-15,46500,84.9543,20,2019,진주역로96번길
진주혁신도시라온프라이빗아파트,2023-08-11,48000,84.8922,21,2017,대밭골로
한림풀에버,2023-08-12,35200,67.1597,5,2015,소호로
현대,2023-08-09,18900,84.93,2,1996,하대로
들말한보타운,2023-08-11,20000,59.8,9,1997,평거로39번길
망경한보타운,2023-08-12,11400,59.44,12,1997,망경로
진주초장엠코타운더이스턴파크,2023-08-11,33700,73.556,9,2014,초북로
현대,2023-08-14,12000,72.98,11,1991,모덕로181번길
진주초장엠코타운더이스턴파크,2023-08-14,32000,73.6669,10,2014,초북로
두산위브,2023-08-15,23000,84.995,18,2009,중장로154번길
한보은빛마을,2023-08-04,34500,125.12,10,2002,천수로
혁신도시엘에이치아파트9단지,2023-08-13,32500,59.97,25,2017,사들로
진주강남동일동미라주,2023-08-05,32000,75.998,6,2021,진주대로891번길
진주강남동일동미라주,2023-08-14,42950,109.9586,12,2021,진주대로891번길
진주혁신도시중흥에스-클래스더퍼스트,2023-08-08,86500,113.4763,9,2020,충의로
진주혁신도시중흥에스-클래스센트럴시티3단지,2023-08-04,54300,84.8046,31,2020,에나로175번길
진주푸르지오2단지,2023-08-05,27300,115.1967,7,2007,덕의길
진주평거우방아이유쉘스카이팰리스,2023-08-16,41000,84.8954,20,2019,진양호로
금산흥한골든빌,2023-08-09,7700,48.31,8,2002,금산로
진주강남동일동미라주,2023-08-11,37500,84.9806,20,2021,진주대로891번길
현대,2023-08-10,19000,59.92,11,2000,진주대로815번길
진주초전푸르지오1단지,2023-08-10,57500,162.517,20,2009,초장로14번길
현대,2023-08-14,12800,82.56,7,1985,강남로255번길
들말흥한타운,2023-08-11,18500,59.871,10,1998,석갑로
이지더원,2023-08-12,36000,73.2086,15,2018,초장로
대림,2023-08-12,14000,79.29,10,1995,말티고개로
한보,2023-08-09,11200,59.8837,10,1994,진주대로
진주혁신도시라온프라이빗아파트,2023-08-10,44600,84.8922,5,2017,대밭골로
들말흥한타운,2023-08-01,27000,84.89,11,1998,석갑로
진주정촌대경파미르,2023-08-11,29300,84.9426,8,2019,삼일로106번길
현대,2023-08-11,13200,84.99,14,1991,모덕로181번길
현대,2023-08-08,13700,59.89,9,1996,하대로
현대,2023-08-10,23000,134.82,7,1996,하대로
혁신도시엘에이치아파트8단지,2023-08-10,28200,59.97,9,2015,사들로
평거휴먼시아4단지,2023-08-11,34700,84.95,8,2011,새평거로
금산e편한세상,2023-08-11,22500,121.9893,2,2008,금산순환로80번길
한보은빛마을,2023-08-08,30000,125.12,8,2002,천수로
이현하이클래스웰가,2023-08-03,31000,84.07,9,2008,진주대로
진흥더루벤스,2023-08-09,21000,84.9968,10,2009,금산로
초전흥한,2023-08-05,16350,59.85,15,2001,초전남로
남강휴먼빌,2023-08-08,32000,84.9679,15,2010,순환로
금산e편한세상,2023-08-10,24000,121.9893,11,2008,금산순환로80번길
진주정촌대경파미르,2023-08-03,25150,66.6161,15,2019,삼일로106번길
센트렐웰가,2023-08-03,46000,84.9222,6,2018,진주역로73번길
더퀸즈웰가,2023-08-02,32000,58.4018,21,2015,새평거로
두산위브,2023-08-01,29500,138.043,14,2009,중장로154번길
혁신도시엘에이치아파트9단지,2023-08-08,32000,59.97,10,2017,사들로
일동,2023-08-04,10800,59.86,17,1994,초전북로
이지더원,2023-08-09,37200,73.2086,12,2018,초장로
진주혁신도시센텀리버파크,2023-08-01,30000,75.76,15,2013,사들로
대림,2023-08-08,14800,72.238,8,1991,도동천로
진주강남동일동미라주,2023-08-04,34000,84.9831,15,2021,진주대로891번길
힐스테이트초전,2023-08-07,43500,84.9196,18,2019,초북로
진주혁신도시중흥에스-클래스더프라임,2023-08-05,50500,84.9912,1,2019,소호로19번길
주공그린빌,2023-08-02,19100,59.27,17,2005,내동로348번길
진주혁신도시라온프라이빗아파트,2023-08-08,52000,84.9087,10,2017,대밭골로
삼성,2023-08-06,16700,59.886,9,1996,동부로43번길
고려,2023-08-08,6150,59.4,7,1994,동부로
금호석류,2023-08-05,25900,84.87,21,1999,강남로
현대,2023-08-07,20000,59.92,16,2000,진주대로815번길
힐스테이트초전,2023-08-05,42500,84.9351,24,2019,초북로
현대,2023-08-06,15500,82.56,5,1985,강남로255번길
초전해모로루비채2단지,2023-08-06,35000,84.9908,6,2014,초북로
진주정촌대경파미르,2023-08-06,31500,84.9426,12,2019,삼일로106번길
대림,2023-08-04,12450,59.91,8,1995,말티고개로
힐스테이트초전,2023-08-05,49200,91.2066,17,2019,초북로
금산흥한골든빌,2023-08-04,6300,37.84,13,2002,금산로
들말한보타운,2023-08-02,25300,84.98,2,1997,평거로39번길
건영아모리움,2023-08-06,29900,78.9317,6,2017,진양호로225번길
한주럭키타운,2023-08-03,22700,84.81,1,1990,진주대로
신안주공3,2023-08-02,15300,59.8,5,1997,석갑로
현대,2023-08-03,15300,72.98,15,1991,모덕로181번길
엠코타운더프라하,2023-08-02,83000,153.29,26,2014,새평거로
이현주공,2023-08-04,14600,49.22,4,1983,서장대로
건영아모리움,2023-08-02,29000,74.7821,16,2017,진양호로225번길
현대,2023-08-02,15000,84.99,12,1991,모덕로181번길
혁신도시엘에이치아파트9단지,2023-08-03,31500,59.97,10,2017,사들로
한림풀에버,2023-08-01,39800,84.9644,4,2015,소호로
들말흥한타운,2023-08-01,27000,84.89,11,1998,석갑로
진주초장엠코타운더이스턴파크,2023-08-03,34000,84.9915,3,2014,초북로
진주강남동일동미라주,2023-08-01,41800,109.9586,8,2021,진주대로891번길
더퀸즈웰가,2023-09-24,40500,75.6705,8,2015,새평거로
평거휴먼시아4단지,2023-09-06,25700,59.98,1,2011,새평거로
더퀸즈웰가,2023-09-02,56000,100.6401,19,2015,새평거로
대경,2023-09-27,7900,59.85,2,1992,도동로264번길
현대,2023-09-18,16000,117.84,7,1991,모덕로181번길
진주혁신도시중흥에스-클래스더퍼스트,2023-09-17,68900,99.9097,14,2020,충의로
신안주공3,2023-09-23,15000,59.8,4,1997,석갑로
진주혁신도시중흥에스-클래스더프라임,2023-09-16,55000,84.9912,10,2019,소호로19번길
이지더원,2023-09-09,42000,84.9614,14,2018,초장로
한보(하대3차),2023-09-27,16000,84.97,8,1993,남강로
금호석류,2023-09-25,22700,59.99,11,1999,강남로
주공그린빌,2023-09-27,16500,51.74,18,2005,내동로348번길
한보힐타워,2023-09-20,10000,59.88,7,1992,상대로143번길
스카이시티프라디움,2023-09-05,50000,84.9818,16,2019,개양로
진주혁신도시중흥에스-클래스센트럴시티3단지,2023-09-25,52500,84.9815,12,2020,에나로175번길
진주초전푸르지오2단지,2023-09-26,47400,125.029,20,2010,초장로14번길
상대한보타운,2023-09-29,22800,83.52,2,2002,도동천로
이현하이클래스웰가,2023-09-22,46700,148.01,6,2008,진주대로
진주정촌대경파미르,2023-09-09,34500,84.9426,16,2019,삼일로106번길
흥한,2023-09-27,8100,84.99,6,1990,선학산길
진주평거엘크루,2023-09-27,46500,84.9195,10,2016,새평거로
한주한보,2023-09-22,19000,84.14,6,1995,망경로296번길
들말한보타운,2023-09-26,20500,59.8,12,1997,평거로39번길
진주문산코아루,2023-09-01,24500,84.9867,19,2010,월아산로1117번길
삼성,2023-09-22,15700,59.886,5,1996,동부로43번길
힐스테이트초전,2023-09-10,45000,84.9196,8,2019,초북로
한보은빛마을,2023-09-19,27800,109.17,5,2002,천수로
혁신도시엘에이치5단지,2023-09-16,34900,75.99,9,2014,충의로
상대주공,2023-09-27,8100,41.52,4,1980,상대로
임광,2023-09-26,8300,55.25,8,1989,모덕로
진주초전푸르지오2단지,2023-09-22,46000,125.029,10,2010,초장로14번길
힐스테이트초전,2023-09-27,43000,84.9196,5,2019,초북로
힐스테이트초전,2023-09-23,43900,84.9351,5,2019,초북로
진주혁신도시라온프라이빗아파트,2023-09-23,50000,84.8827,7,2017,대밭골로
진주초장엠코타운더이스턴파크,2023-09-24,40500,101.5255,20,2014,초북로
상봉2,2023-09-08,8300,53.85,3,1986,진주성로147번길
진주푸르지오2단지,2023-09-23,22000,84.9414,14,2007,덕의길
진주혁신도시중흥에스-클래스더프라임,2023-09-28,54700,84.9912,10,2019,소호로19번길
남강카누빌2,2023-09-27,15000,84.12,6,2001,모덕로
대곡한양,2023-09-15,8500,59.83,3,1994,진의로1079번길
센트렐웰가,2023-09-28,33300,59.4732,14,2018,진주역로73번길
경남빌라나동(238-2),2023-09-20,9300,77.21,4,1990,숙호산로
현대성우트리팰리스,2023-09-12,29000,134.53,15,2006,진주대로879번길
진주혁신도시대방노블랜드더캐슬아파트,2023-09-08,75000,103.9623,16,2018,사들로
진주혁신도시중흥에스-클래스센트럴시티2단지,2023-09-26,86000,117.7407,12,2020,에나로
주공그린빌,2023-09-11,19700,59.27,5,2005,내동로348번길
진주혁신도시중흥에스-클래스더프라임,2023-09-14,54000,84.9858,10,2019,소호로19번길
금산흥한골든빌,2023-09-23,15700,73.61,7,2002,금산로
하영파크,2023-09-23,5800,70.68,6,1991,말티고개로100번길
진주혁신도시중흥에스-클래스더프라임,2023-09-23,67500,110.6238,7,2019,소호로19번길
진주평거우방아이유쉘스카이팰리스,2023-09-25,41300,84.8954,10,2019,진양호로
건영아모리움,2023-09-25,31500,77.3871,14,2017,진양호로225번길
진주혁신도시중흥에스-클래스더퍼스트,2023-09-27,74000,99.864,17,2020,충의로
들말한보타운,2023-09-21,18900,59.8,6,1997,평거로39번길
건영아모리움,2023-09-27,31500,78.9317,19,2017,진양호로225번길
초전해모로루비채4단지,2023-09-16,34500,84.9908,10,2014,초북로
일동,2023-09-14,11300,59.86,14,1994,초전북로
동서훼밀리,2023-09-11,6300,55.89,10,1992,선학산길
초전해모로루비채4단지,2023-09-21,36000,84.9908,6,2014,초북로
현대,2023-09-26,13000,84.99,6,1991,모덕로181번길
도동대림,2023-09-22,12000,73.375,2,1992,하대로40번길
한보힐타워,2023-09-20,10000,59.88,7,1992,상대로143번길
주공그린빌,2023-09-16,16900,51.74,13,2005,내동로348번길
건영아모리움,2023-09-26,31500,74.7092,13,2017,진양호로225번길
진주혁신도시중흥에스-클래스센트럴시티4단지,2023-09-18,58500,84.9815,23,2020,에나로175번길
남강휴먼빌,2023-09-14,37700,133.0285,1,2010,순환로
혁신도시엘에이치아파트9단지,2023-09-23,32800,59.97,18,2017,사들로
현대,2023-09-18,16000,117.84,7,1991,모덕로181번길
화인,2023-09-19,8800,59.48,13,1994,상봉대룡길
그린타운,2023-09-11,9800,68.9,6,1992,석갑로156번길
하대주공,2023-09-26,8400,36.2,1,1982,상대로
금산아이파크,2023-09-08,23300,100.94,4,2004,중천로
금산흥한골든빌,2023-09-11,11800,58.12,9,2002,금산로
센트렐웰가,2023-09-27,43800,75.3872,26,2018,진주역로73번길
한보(하대3차),2023-09-23,10000,58.5,7,1993,남강로
힐스테이트초전,2023-09-27,43800,84.9196,4,2019,초북로
한림풀에버,2023-09-24,42000,84.9644,4,2015,소호로
금산흥한골든빌,2023-09-25,6300,37.84,7,2002,금산로
힐스테이트초전,2023-09-27,43000,84.9196,5,2019,초북로
현대,2023-09-20,15800,59.96,7,1997,초전남로
한림풀에버,2023-09-19,42500,84.9644,16,2015,소호로
흥한빌라,2023-09-11,10500,80.37,4,1991,강남로177번길
한림풀에버,2023-09-26,43800,84.9644,11,2015,소호로
한보타워(하대1차),2023-09-23,9400,53.32,11,1992,모덕로306번길
들말흥한타운,2023-09-27,19200,59.871,10,1998,석갑로
한보하이타운,2023-09-27,16900,84.51,18,1995,순환로553번길
동국강변타워1,2023-09-23,7700,74.28,2,1991,큰들로66번길
현대금빛마을,2023-09-26,8100,59.28,10,2000,진산로
대림,2023-09-22,9300,84.46,4,1989,남강로
더퀸즈웰가,2023-09-11,54500,100.6401,3,2015,새평거로
진주혁신코오롱하늘채,2023-09-13,31000,84.95,1,2014,사들로
청구타운,2023-09-24,14000,59.99,10,1997,대신로475번길
가좌주공1차,2023-09-09,16000,49.94,15,1993,가호로
일동,2023-09-26,15800,81.46,10,1994,초전북로
진주정촌대경파미르,2023-09-12,29000,84.9426,3,2019,삼일로106번길
진주정촌대경파미르,2023-09-23,29000,84.9426,7,2019,삼일로106번길
진주정촌대경파미르,2023-09-22,30200,76.253,13,2019,삼일로106번길
가좌주공1차,2023-09-09,16000,49.94,15,1993,가호로
엠코타운더프라하,2023-09-27,87000,153.2116,18,2014,새평거로
대경,2023-09-09,25800,83.304,6,2000,가호로
진주혁신도시중흥에스-클래스센트럴시티2단지,2023-09-25,64000,99.8723,8,2020,에나로
금산느티나무,2023-09-21,17700,84.74,15,2003,중천로
원정로얄팰리스,2023-09-26,21000,76.25,2,2005,진양호로225번길
하영그린맨션,2023-09-26,9700,62.85,6,1992,진양호로97번길
우신파크맨션,2023-09-25,9900,84.64,2,1992,숙호산로
진주혁신도시중흥에스-클래스센트럴시티4단지,2023-09-10,52300,84.8046,11,2020,에나로175번길
이현하이클래스웰가,2023-09-13,41000,127.76,24,2008,진주대로
현대,2023-09-11,14200,72.98,4,1991,모덕로181번길
현대,2023-09-25,31000,102.68,14,2000,진주대로815번길
현대,2023-09-02,29200,84.96,6,2000,진주대로815번길
금산흥한골든빌,2023-09-16,10400,58.12,12,2002,금산로
힐스테이트초전,2023-09-26,41800,84.9351,24,2019,초북로
금산흥한골든빌,2023-09-25,10200,58.12,3,2002,금산로
